9,41.6,36.369679259,36.3232579436,36.2780638408,36.2340645074,42.4,36.1495246426,36.1089234233,36.0693955541,36.0309126597,43.3,35.9569720235,35.9214612028,35.8868891604,35.8532310784,38.7,35.7885607873,35.7575021538,35.7272645989,35.6978264161,36.8,35.6412641957,35.6140995542,35.5876530481,35.5619056925,35.9,35.5124349894,35.4886761287,35.4655453668,35.443026099,38.7,35.3997578105,35.3789777291,35.3587469983,35.3390510952,40.9,35.3012075904,35.2830328223,35.2653385297,35.2481120105,40.8,35.2150131544,35.1991170572,35.1836411955,35.1685744599,41.8,35.1396253898,35.1257222739,35.1121867062,35.0990089704,42.2,35.0736894047,35.0615293989,35.04969086,35.0381652895,42.8,35.0160201773,35.0053847385,34.9950304624,34.9849499162,41.9,34.9655812587,34.9562792434,34.94722314,34.9384064474,39.0,34.9214661452,34.9133303749,34.9054096851,34.8976983898,39.3,34.8828819866,34.8757662427,34.8688386134,34.8620941256,40.2,34.8491353366,34.8429117327,34.8368526584,34.8309537643,41.7,34.81961969,34.8141763736,34.8088769589,34.8037176416,43.2,34.7938045827,34.7890437248,34.7844087269,34.7798962617,44.5,34.7712260576,34.7670620947,34.7630082121,34.7590614995,44.8
10,36.4576388889,45.0,36.4072001401,36.3827488919,36.3587958401,36.3353308339,45.4,36.289825385,36.2677656582,36.2461554002,36.2249854532,46.0,36.1839307894,36.1640286746,36.1445320671,36.1254327047,39.6,36.0883935048,36.0704379708,36.0528482824,36.0356169855,36.9,36.002200506,35.9860011621,35.9701318814,35.9545859387,35.3,35.9244378495,35.9098229268,35.8955057846,35.8814803554,39.2,35.8542809826,35.8410955125,35.8281786975,35.8155250639,43.0,35.7909860002,35.7790901712,35.7674367207,35.7560207103,42.3,35.733881757,35.7231494321,35.7126357792,35.702336343,42.9,35.6823627507,35.6726801302,35.663194794,35.6539027223,42.5,35.6358827019,35.6271471166,35.6185895197,35.6102062846,44.3,35.5939487616,35.5860675842,35.5783469864,35.5707836966,40.9,35.5561162852,35.5490059479,35.5420404844,35.5352169428,38.7,35.5219841177,35.5155692265,35.5092850392,35.5031288928,38.0,35.4911903404,35.4854028752,35.47973333,35.4741793024,39.4,35.4634084328,35.4581870265,35.4530720067,35.448061206,43.3,35.4383438108,35.4336330984,35.4290183672,35.4244976615,44.5,35.4157307028,35.4114807346,35.4073173598,35.4032388141,45.4,35.3953293318,35.3914950433,35.3877388788,35.3840592465
11,37.1625,42.2,37.082522027,37.0440155714,37.0064648311,36.9698460856,42.5,36.8993126263,36.865353357,36.8322369436,36.7999424668,42.6,36.7377382286,36.7077891733,36.6785834419,36.6501025855,40.2,36.5952439795,36.5688315762,36.5430747185,36.5179571361,39.7,36.4695767245,36.4462833338,36.423568076,36.4014166022,37.6,36.3587493818,36.3382066829,36.3181738457,36.2986382158,40.8,36.2610095221,36.2428926885,36.2252255078,36.2079968196,43.4,36.1748116583,36.1588342223,36.1432533401,36.1280591694,41.6,36.0987928084,36.0847021309,36.0709611785,36.0575612712,41.7,36.0317509436,36.0193242191,36.0072059212,35.9953883947,41.7,35.9726259812,35.9616667154,35.9509794543,35.940557447,42.0,35.9204830227,35.9108179249,35.9013927111,35.8922014275,41.3,35.8744975706,35.8659738139,35.8576616136,35.8495557188,39.7,35.8339424915,35.8264252962,35.8190946748,35.8119459965,40.9,35.7981765186,35.7915470209,35.7850820647,35.7787775663,42.5,35.7666341113,35.7607874839,35.7550859676,35.7495259606,44.4,35.7388165133,35.733660308,35.7286320776,35.7237286459,44.0,35.7142838659,35.7097365513,35.7053020993,35.7009777087,44.4,35.6926482526,35.6886379256,35.6847271333,35.6809134054
12,35.4652777778,41.3,35.3932755186,35.3587756955,35.3252395554,35.2926401798,41.6,35.2301477862,35.2002046074,35.1710978308,35.1428040934,42.0,35.0885655279,35.0625771639,35.0373147325,35.0127579562,37.0,34.9656830751,34.9431271847,34.9212013475,34.8998879645,33.6,34.8590306076,34.8394538388,34.8204239076,34.801925539,34.0,34.7664645125,34.7494733909,34.732956882,34.7169017285,38.9,34.6861242994,34.6713773196,34.6570422669,34.6431076351,39.3,34.6163952064,34.6035959683,34.591154251,34.579060068,40.4,34.5558757454,34.5447669963,34.5339685477,34.5234717321,41.0,34.5033495327,34.4937079974,34.4843357791,34.4752253547,41.0,34.4577608415,34.4493927344,34.4412583736,34.4333512296,41.8,34.4181933826,34.4109305127,34.4038705164,34.3970077269,41.0,34.3838518877,34.3775482782,34.3714207473,34.3654643767,37.7,34.3540461255,34.3485750799,34.3432568569,34.3380871877,38.7,34.3281770286,34.323428584,34.3188127776,34.3143259045,40.2,34.3057246527,34.30160337,34.2975972069,34.293702948,42.8,34.2862377265,34.2826607717,34.279183732,34.2758038164,41.7,34.2693245813,34.2662200612,34.2632022595,34.2602687541,42.9,34.2546452791,34.2519507956,34.2493315772,34.2467855213
13,37.2680555556,44.3,37.1999623979,37.168733384,37.1392439117,37.1113970837,44.2,37.0602704583,37.0368226678,37.0146809834,36.9937726514,44.0,36.9553850671,36.9377796799,36.921154961,36.9054562845,39.4,36.8766335994,36.8634148845,36.8509324882,36.8391453956,35.6,36.8175043574,36.8075793031,36.7982071016,36.7893569573,35.8,36.7731081403,36.7656560769,36.7586191138,36.7519741288,42.4,36.7397739723,36.7341787133,36.7288951254,36.7239058479,41.1,36.7147455615,36.7105444534,36.7065773586,36.7028312418,42.3,36.6959533916,36.6927990588,36.689820431,36.687007721,43.5,36.6818436005,36.6794752217,36.6772387681,36.6751268911,42.7,36.6712494963,36.6694712381,36.6677920338,36.6662063658,44.1,36.6632950878,36.6619599119,36.660699109,36.6595085363,43.5,36.6573226512,36.6563201564,36.6553735033,36.6544795814,39.9,36.6528383456,36.6520856389,36.65137486,36.6507036735,41.4,36.6494713786,36.6489062212,36.6483725446,36.6478685952,43.4,36.6469433469,36.6465190078,36.6461183055,36.6457399234,46.9,36.645045216,36.6447266079,36.6444257472,36.6441416453,43.7,36.6436200357,36.6433808141,36.6431549178,36.6429416045,44.8,36.6425499625,36.6423703469,36.6422007364,36.6420405736
14,35.2215277778,38.9,35.1187759727,35.0703801268,35.0238682121,34.9791668918,39.5,34.89491685,34.8552352889,34.8170984332,34.7804461516,40.0,34.7113663964,34.6788300027,34.6475601707,34.6175075963,35.5,34.5608665256,34.5341887215,34.5085494186,34.4839081907,33.7,34.4374660618,34.415591934,34.3945693122,34.3743650494,33.2,34.3362854137,34.3183499996,34.301112767,34.2845465374,39.3,34.2533236222,34.2386177065,34.2244842558,34.2109009856,37.4,34.1853001516,34.1732422221,34.1616536782,34.1505162477,38.4,34.1295251679,34.1196384213,34.1101365414,34.1010045463,39.0,34.0837931762,34.0756866635,34.0678957174,34.0604080536,39.4,34.0462958086,34.0396489761,34.0332608884,34.0271214733,40.0,34.0155503166,34.0101003305,34.0048624989,33.9998285632,41.1,33.9903409398,33.9858722926,33.9815775989,33.9774500871,36.8,33.9696708303,33.9660068197,33.96248544,33.9591011389,38.7,33.9527226358,33.9497183767,33.9468310659,33.9440561511,40.2,33.9388261782,33.936362874,33.9339954601,33.9317202038,43.1,33.9274319538,33.9254121986,33.9234710676,33.9216055,40.3,33.9180894037,33.916433331,33.9148417252,33.9133120767,41.7,33.910429098,33.9090712222,33.9077662052,33.9065119892
15,33.1881944444,37.7,33.0793431128,33.0271165705,32.9763033339,32.9268651572,38.3,32.8319661487,32.7864338892,32.7421337809,32.6990324805,39.2,32.6162974171,32.576601382,32.5379795637,32.5004028927,28.9,32.4282726269,32.3936647419,32.3599933829,32.3272332065,26.3,32.2643484388,32.234176516,32.2048210773,32.176260028,27.2,32.1214356908,32.0951311384,32.069538415,32.0446382578,34.2,31.996841183,31.9739082899,31.9515959853,31.9298874752,36.3,31.8882169238,31.8682235183,31.8487711556,31.8298451944,37.5,31.7935158821,31.7760851872,31.7591261853,31.742626112,38.0,31.7109534107,31.6957569437,31.6809717092,31.6665865788,38.6,31.6389736143,31.6257249969,31.6128349011,31.6002936249,39.4,31.5762200292,31.5646695903,31.5534317184,31.5424979553,32.8,31.5215100599,31.5114401307,31.5016427045,31.4921104069,29.5,31.4738126936,31.4650335057,31.4564918918,31.4481814231,32.8,31.4322290703,31.4245751792,31.4171284106,31.4098831594,35.3,31.3959755439,31.3893027117,31.3828104534,31.3764938825,40.1,31.3643689144,31.358551391,31.3528912961,31.3473843693,39.6,31.3368135528,31.3317417067,31.3268071102,31.3220060491,41.0,31.3127901765,31.3083684285,31.3040663377,31.299880666
16,35.2777777778,40.0,35.1702401441,35.1194701292,35.0705998898,35.0235583377,40.7,34.9346901438,34.8927342315,34.8523482777,34.8134735356,42.0,34.7400336094,34.7053615972,34.6719869854,34.6398612263,29.8,34.5791710903,34.5505184317,34.5229379339,34.4963894774,28.2,34.4462356607,34.4225573452,34.3997650543,34.3778256337,29.9,34.3363789424,34.3168113821,34.2979760251,34.2798454728,36.6,34.2455942765,34.2294238096,34.2138584294,34.1988754938,38.5,34.170570594,34.1572074565,34.1443443574,34.1319625858,39.9,34.1085716552,34.097528471,34.0868985144,34.0766663227,40.3,34.0573362549,34.0482102606,34.039425754,34.0309699571,41.3,34.014995752,34.0074541072,34.0001946651,33.9932068658,42.0,33.9800059173,33.9737735657,33.9677744239,33.9619997654,34.4,33.9510906129,33.9459402501,33.9409826099,33.9362104808,31.2,33.9271952492,33.9229390327,33.9188420806,33.9148984334,35.5,33.907448322,33.9039310206,33.9005453339,33.8972863371,37.8,33.8911296278,33.8882229596,33.8854250567,33.8827318492,41.0,33.8776439966,33.8752419505,33.8729297871,33.8707041431,42.2,33.8664995846,33.8645145539,33.8626038016,33.8607645482,43.8,33.8572899365,33.8556495239,33.8540704943,33.8525505507
17,29.7166666667,37.4,29.610420045,29.5601145201,29.5115986817,29.4648088594,38.0,29.3761638261,29.3341922805,29.2937139289,29.254675649,38.7,29.1807161969,29.1456979629,29.1119255495,29.0793546351,18.5,29.017647844,28.9884309854,28.9602535558,28.933078576,17.5,28.8815945809,28.8572179997,28.8337086481,28.8110356732,22.5,28.7680808913,28.7477427119,28.7281280905,28.7092112856,32.6,28.6733727054,28.6564038968,28.6400387764,28.624255867,35.5,28.5943545668,28.5801969344,28.5665429789,28.5533747811,36.2,28.5284271479,28.5166149719,28.50522303,28.4942363717,37.0,28.4734217449,28.4635664599,28.45406179,28.4448952614,37.9,28.4275289371,28.4193063504,28.4113762933,28.4037283585,39.1,28.3892390659,28.3823786927,28.3757623865,28.3693814643,21.6,28.3572925733,28.3515687394,28.3460485387,28.3407247264,18.5,28.3306385691,28.3258629872,28.321257303,28.3168154723,28.3,28.3084002611,28.3044158369,28.3005731639,28.2968671991,33.7,28.2898461131,28.2865217776,28.2833157097,28.2802237021,36.7,28.2743657802,28.2715921783,28.268917251,28.2663374878,38.5,28.2614500319,28.2591359251,28.2569041457,28.2547517649,40.1,28.2506740005,28.2487432654,28.2468812188,28.2450854171
18,30.8055555556,37.5,30.6805196706,30.6212642616,30.5640826824,30.5089023527,38.4,30.4042677332,30.3546806313,30.3068289862,30.2606520603,39.1,30.1730899687,30.1315936611,30.0915496476,30.0529071004,20.3,29.9796319272,29.9449062933,29.9113959925,29.8790584902,19.0,29.8177391347,29.7886794493,29.7606367991,29.7335755898,24.0,29.6822613017,29.6579430899,29.6344759706,29.6118301571,32.6,29.5688884766,29.5485381041,29.528899957,29.5099491087,35.4,29.4740139338,29.4569839949,29.4405500724,29.4246913067,36.8,29.3946194329,29.3803681547,29.3666156449,29.3533444475,37.3,29.3281791993,29.3162532065,29.3047446013,29.2936387761,38.6,29.2725795724,29.2625994637,29.2529686403,29.2436748779,39.8,29.2260517631,29.2177000417,29.209640615,29.2018632535,24.0,29.1871155839,29.1801265567,29.1733821326,29.1668737509,20.7,29.1545323595,29.1486836849,29.1430397032,29.1375932504,30.1,29.1272655209,29.1223711353,29.1176480442,29.1130902525,33.6,29.1044476292,29.1003518277,29.0963993716,29.0925852441,36.8,29.0853527797,29.0819252625,29.0786177021,29.0754259003,39.1,29.0693735084,29.0665052362,29.0637373483,29.0610663313,41.5,29.0560014676,29.0536011921,29.0512849218,29.0490497167
19,31.0215277778,37.1,30.9092235608,30.8555569297,30.8034819257,30.7529513447,37.8,30.6563415948,30.6101748528,30.5653773086,30.5219083551,38.6,30.4387997771,30.3990848178,30.3605477116,30.3231535261,23.2,30.2516593368,30.2174945264,30.1843429645,30.1521746007,20.7,30.0906716942,30.0612814017,30.0327627567,30.0050899081,23.5,29.9521820069,29.9268989954,29.902365819,29.8785602394,31.4,29.8330461951,29.8112964738,29.7901917985,29.7697130386,34.8,29.7305595629,29.711849356,29.6936940501,29.6760771883,35.8,29.6423953943,29.626299931,29.6106818215,29.5955269087,36.4,29.5665521312,29.5527060021,29.5392705168,29.5262334967,37.6,29.5013079322,29.4893967938,29.4778389119,29.4666238099,38.9,29.4451815825,29.4349350207,29.4249923479,29.4153445517,28.3,29.3968988666,29.3880842574,29.379531069,29.3712315482,22.7,29.3553636398,29.3477808686,29.3404229847,29.3332833184,29.2,29.3196329436,29.3131098614,29.3067802387,29.3006383378,32.4,29.288895597,29.2832841129,29.2778390522,29.2725554794,35.9,29.2624537818,29.2576265001,29.2529423844,29.2483971887,38.3,29.239707199,29.235554528,29.2315250155,29.2276150089,40.3,29.2201394417,29.2165671046,29.2131007148,29.20973713
20,30.6979166667,30.6356505653,38.3,30.5170088979,30.4605088384,30.4058095955,30.352853772,39.3,30.2519518838,30.2038999404,30.1573795483,30.1123418925,32.0,30.0265272603,29.9856602368,29.9460957607,29.9077923164,19.0,29.8348090331,29.8000526113,29.7664039748,29.7338278155,16.3,29.6717572862,29.6421977843,29.6135804273,29.5858751863,24.0,29.5330856922,29.5079460459,29.4836076712,29.4600450293,31.9,29.4151488326,29.3937681673,29.3730689643,29.3530295033,35.0,29.3148463665,29.2966626243,29.2790584493,29.2620153691,36.8,29.2295415285,29.2140766925,29.1991047646,29.1846100343,37.3,29.1569918129,29.1438393414,29.1311060763,29.1187786564,39.6,29.0952900226,29.0841041615,29.0732748254,29.0627906509,40.6,29.042814132,29.0333008259,29.0240907357,29.0151741971,23.7,28.9981846477,28.9900938093,28.9822608489,28.974677547,21.7,28.9602283433,28.9533472796,28.9466855349,28.9402361188,26.0,28.9279474182,28.9220952388,28.916429585,28.9109445115,30.6,28.9004932668,28.8955161289,28.8906976263,28.8860327031,36.6,28.8771441706,28.8729112343,28.8688132136,28.8648458085,39.4,28.8572863251,28.8536863145,28.8502010463,28.8468268636,41.7,28.8403977045,28.8373359819,28.8343718451
21,30.8270833333,30.7655780449,38.1,30.6484364359,30.5926749976,30.5387063995,30.4864729983,38.7,30.3869904202,30.339634987,30.2938021244,30.2494428786,32.5,30.1649572426,30.124740614,30.0858170293,30.0481449147,19.9,29.9763954402,29.9422414455,29.909185569,29.8771925042,16.8,29.8162592222,29.7872539227,29.7591812009,29.7320110724,23.8,29.680263448,29.6556306809,29.6317899059,29.6087156588,31.5,29.5647689593,29.5438495678,29.5236027761,29.5040069586,35.7,29.4666851991,29.448919394,29.4317247946,29.4150830354,37.3,29.3833875099,29.3682998898,29.3536973665,29.3395643431,37.7,29.3126469,29.29983373,29.2874325288,29.2754300506,39.0,29.2525703967,29.2416888049,29.2311570776,29.2209639662,39.6,29.2015503922,29.1923091941,29.1833651187,29.1747086131,24.1,29.1582216243,29.1503735315,29.1427777705,29.1354262281,21.8,29.1214246435,29.1147596463,29.1083089418,29.1020656403,26.8,29.0901747866,29.0845145339,29.0790362695,29.0737341421,30.1,29.0636358279,29.058828855,29.0541764359,29.0496736012,36.4,29.041097602,29.0370152777,29.033064208,29.0292401731,40.6,29.021957001,29.0184900846,29.0151346365,29.0118870727,41.5,29.0057018346,29.0027575539,28.9999079377
